"","ortho","freq","aoa.mean","aoa.sd","klatt","neighbors","degree","c"
"34","abnormality","0.51",11.58,3.34,"@bnorm@l|ti","",0,NA
"35","aboard","26.63",8.66,1.33,"xbord","xbod;xkord;xford;xword;bord",5,0.3
"36","abode","0.65",12.06,2.93,"xbod","xbYd;xbord;bod",3,0
"37","abolish","0.47",10.42,2.57,"xbalIS","",0,NA
"38","abolition","0.2",13.28,3.41,"@bxlIS|n","EbxlIS|n",1,NA
"39","abolitionist","0.22",12.6,3.5,"@bxlIS|n|st","",0,NA
"40","abominable","0.63",8.94,3.04,"xbamxnxbL","",0,NA
"41","abominate","0.06",15,4.24,"xbamxnet","",0,NA
"42","aboriginal","0.18",14.75,4.25,"@bXIJ|nL","@bXIJ|ni",1,NA
"43","aborigine","0.08",12.56,4.18,"@bXIJ|ni","@bXIJ|nL",1,NA
"44","aborning","0.02",13.25,3.77,"xbornIG","",0,NA
"45","abortion","7.24",13.21,3.41,"xborS|n","",0,NA
"46","abound","0.35",11.65,3.12,"xbWnd","xrWnd;bWnd",2,0
"47","about","3631.49",5.07,1.75,"xbWt","xbet;xbEt;xb^t;bWt",4,0.5
"48","above","48.88",4.55,2,"xb^v","xb^t",1,NA
"49","abracadabra","1.04",6.89,3.43,"@brxkxd@brx","",0,NA
"50","abrade","0.02",14,4.54,"xbred","xbrcd;xfred;bred",3,0
"51","abrasive","0.45",12.22,4.02,"xbresIv","",0,NA
"52","abreast","0.51",13.06,2.77,"xbrEst","xrEst;brEst",2,1
"53","abridge","0.02",14.35,3.02,"xbrIJ","brIJ",1,NA
"54","abroad","4.9",10.15,3.2,"xbrcd","xbred;brcd",2,0
"55","abrogate","0.02",15.22,2.99,"@brxget","",0,NA
"56","abrupt","1.14",10.95,3.47,"xbr^pt","",0,NA
"57","abscess","0.49",13.11,3.94,"@bsEs","@ksEs;xbsEs",2,0
"58","absence","6.31",7.7,2.2,"@bs|ns","@bs|nt",1,NA
"59","absent","2.57",6.5,2.18,"@bs|nt","@bs|ns;@bs|nti",2,0
"60","absentee","0.35",11,3.61,"@bs|nti","@bs|nt",1,NA
"61","absentminded","0.06",10.84,3.11,"@bs|ntmYnd|d","",0,NA
"62","absinthe","0.55",16.29,3.26,"@bsInT","",0,NA
"63","absolute","11.31",8.53,3.44,"@bsxlut","",0,NA
"64","absolutely","113.12",7.08,2.58,"@bsxlutli","",0,NA
"65","absolution","0.94",11.71,3.14,"@bsxluS|n","",0,NA
"66","absolve","0.57",12.9,3.02,"xbzalv","",0,NA
"67","absorb","1.98",8.83,2.33,"xbsorb","",0,NA
"68","abstain","0.51",12.95,3.27,"xbsten","xbten",1,NA
"69","abstinence","0.88",12.74,2.66,"@bst|n|ns","",0,NA
"70","abstract","2.18",11.47,3.58,"@bstr@kt","",0,NA
"71","abstraction","0.29",13.65,3.52,"@bstr@kS|n","",0,NA
"72","abstruse","0.06",14.6,3.34,"xbstrus","",0,NA
"73","absurd","9.71",10.5,3.1,"xbsRd","",0,NA
"74","abundant","0.57",12.84,2.57,"xb^nd|nt","",0,NA
"75","abuse","10.25",8.61,2.73,"xbyuz","xkyuz;xmyuz",2,1
"76","abut","0.12",13.11,1.9,"xb^t","xbet;xbEt;xbWt;xb^v;b^t",5,0.3
"77","abysm","#N/A",15.25,2.87,"xbIzM","",0,NA
"78","abysmal","0.41",13.78,3.47,"xbIzmL","",0,NA
"79","abyss","1.76",11,2.43,"xbIs","xbes;xmIs",2,0
"80","acacia","0.16",14.25,6.2,"xkeSx","",0,NA
"81","academe","0.04",13.27,3.06,"@k|dim","",0,NA
"82","academic","4.67",9.74,2.98,"@k|dEmIk","",0,NA
"83","academician","0.02",15.21,2.69,"@k|dxmIS|n","",0,NA
"84","academicism","#N/A",15,3.71,"@k|dEmxsIzM","",0,NA
"85","academy","12.41",9.05,2.55,"xk@dxmi","",0,NA
"86","acanthus","0.02",15.17,3.76,"xk@nT|s","",0,NA
"87","accede","0.14",14.31,1.84,"@ksid","@ksiL;Iksid",2,0
"88","accelerando","#N/A",14.5,3.51,"aCElxrando","",0,NA
"89","accelerate","1.27",10.74,3.43,"@ksElXet","",0,NA
"90","accent","12.18",8.6,3,"@ksEnt","@ksEpt",1,NA
"91","accentuate","0.35",13.24,2.25,"@ksEnCuet","",0,NA
"92","accept","52.78",6.74,2.08,"@ksEpt","@ksEnt;IksEpt",2,0
"93","acceptance","3.16",8.56,2.04,"@ksEpt|ns","",0,NA
"94","access","31.67",9.1,2.36,"@ksEs","@bsEs;@ks|s;EksEs",3,0
"95","accessible","1.1",9.94,3.26,"@ksEs|bL","",0,NA
"96","accession","0.12",12.25,3.09,"aksES|n","absES|n",1,NA
"97","accessory","2.88",11.15,3.65,"@ksEsXi","",0,NA
"98","accident","81.29",5.3,2.18,"@ks|d|nt","",0,NA
"99","accidental","3",6.75,3.11,"@ksxdEntL","aksxdEntL",1,NA
"100","acclaim","0.43",12.11,3.76,"xklem","xflem;klem",2,0
"101","acclamation","0.02",14,2.7,"@klxmeS|n","",0,NA
"102","acclimate","0.16",14.24,2.75,"@klxmet","",0,NA
"103","acclimatize","0.02",14,3.63,"xklYmxtYz","",0,NA
"104","accolade","0.02",12.43,4.35,"@kxled","",0,NA
"105","accommodate","2.14",9.9,2.25,"xkamxdet","",0,NA
"106","accommodation","0.94",9.58,3.15,"xkamxdeS|n","",0,NA
"107","accompaniment","0.29",11.18,3.32,"xk^mpxnimxnt","",0,NA
"108","accomplice","4.24",9.78,2.82,"xkamplxs","",0,NA
"109","accomplish","5.84",7.84,2.75,"xkamplIS","",0,NA
"110","accord","1.63",9.65,2.74,"xkord","xbord;xford;xword;kord",4,0.5
"111","accordance","1.59",11.75,3.48,"xkordNs","",0,NA
"112","accordion","1.31",8.61,2.97,"xkordixn","",0,NA
"113","accost","0.06",13.37,4.45,"xkcst","xkRst;kcst",2,0
"114","account","44.71",8.26,2.84,"xkWnt","xmWnt;kWnt",2,0
"115","accountant","6.18",11.67,3.69,"xkWntNt","",0,NA
"116","accrue","0.08",14.11,2.32,"xkru","kru;skru",2,1
"117","accumulate","0.57",12.3,2.99,"xkyumyUlet","",0,NA
"118","accuracy","1.49",9.71,2.55,"@kyXxsi","",0,NA
"119","accurate","7.84",9.44,2.2,"@kyX|t","",0,NA
"120","accursed","0.65",12.71,3.38,"xkRst","xkcst",1,NA
"121","accusation","2.8",10.17,3.24,"@kyuzeS|n","",0,NA
"122","accusative","#N/A",13.33,3.56,"xkyuz|tIv","",0,NA
"123","accuse","5.69",9.1,2.13,"xkyuz","xbyuz;xkyuzX;xkyut;xmyuz",4,0.166666666666667
"124","accuser","0.29",11.72,3.48,"xkyuzX","xkyuz",1,NA
"125","accustom","0.12",12,2.94,"xk^stxm","k^stxm",1,NA
"126","ace","14.73",8.83,3.65,"es","ek;eJ;ed;el;em;ep;@s;bes;kes;Ces;des;fes;Ys;les;mes;pes;res;^s;ves",19,0.368421052631579
"127","acerb","#N/A",15.67,0.58,"xsRb","xsRt",1,NA
"128","acerbity","#N/A",15.75,3.37,"xsRbxti","",0,NA
"129","acetate","0.12",12.85,3.89,"@sxtet","",0,NA
"130","acetic","0.02",13.75,2.41,"xsitIk","xsEtIk",1,NA
"131","acetone","0.16",14.05,4.2,"@sxton","",0,NA
"132","acetylene","0.45",16.88,3.64,"xsEtLxn","",0,NA
"133","ache","2.49",5.79,2.27,"ek","es;ekX;eJ;ed;el;em;ep;bek;kek;ik;fek;hek;Rk;lek;mek;ok;rek;sek;Sek;tek;wek",21,0.347619047619048
"134","achieve","7.33",8.53,1.95,"xCiv","",0,NA
"135","acid","9.96",9.6,2.3,"@s|d","",0,NA
"136","acidic","0.22",11.21,1.72,"xsIdIk","",0,NA
"137","acidity","0.2",12.78,2.88,"xsId|ti","",0,NA
"138","acidosis","0.16",16.85,4.18,"@sxdos|s","",0,NA
"139","acidulous","#N/A",15.43,3.46,"xsIJUlxs","",0,NA
"140","acknowledge","6.14",9.11,2.83,"@knal|J","",0,NA
"141","acme","1.25",9.54,3.8,"@kmi","@kni",1,NA
"142","acne","0.9",11.4,2.19,"@kni","@kmi;h@kni",2,0
"143","acolyte","0.14",13.77,3.06,"@kxlYt","",0,NA
"144","acorn","0.73",5.95,2.91,"ekorn","korn;skorn",2,1
"145","acoustic","0.96",12.39,2.68,"xkustIk","",0,NA
"146","acquiesce","0.06",14.25,3.47,"@kwiEs","",0,NA
"147","acquire","2.65",9.94,2.73,"xkwYr","kwYr;skwYr",2,1
"148","acquisition","1.45",13.63,3.67,"@kwxzIS|n","",0,NA
"149","acquisitive","0.06",14.19,3.06,"xkwIz|tIv","",0,NA
"150","acquit","0.47",13.22,3.15,"xkwIt","xkwIp;kwIt",2,0
"151","acre","1.82",9.8,3.16,"ekX","ek;nekX;okX",3,0
"152","acreage","0.43",13.13,3.89,"ekXIJ","",0,NA
"153","acrid","0.04",14.07,3.33,"@krxd","@rxd",1,NA
"154","acrimonious","0.14",16.3,4.03,"@krxmonixs","",0,NA
"155","acrimony","0.22",14.75,4.45,"@krxmoni","",0,NA
"156","acrobat","0.59",8.05,2.78,"@krxb@t","",0,NA
"157","acrobatic","0.24",9.38,3.69,"@krxb@tIk","@krxb@tIks",1,NA
"158","acrobatics","0.22",9,3.71,"@krxb@tIks","@krxb@tIk",1,NA
"159","acronym","0.29",11.56,2.75,"@krxnIm","",0,NA
"160","acrophobia","0.2",14.38,4.5,"@krxfobix","",0,NA
"161","acropolis","0.12",15.4,2.69,"xkrapLxs","nxkrapLxs",1,NA
"162","across","94.14",6.64,2.31,"xkrcs","krcs;lxkrcs",2,0
"163","acrostic","#N/A",14.82,3.57,"xkrcstIk","",0,NA
"164","act","109.12",6.42,2.22,"@kt","@ktX;@ft;@nt;@pt;@t;@ks;f@kt;p@kt;t@kt",9,0.25
"165","actinic","0.02",15.62,5.4,"@ktInIk","",0,NA
"166","action","61.08",6.67,2.83,"@kS|n","@S|n;ckS|n;f@kS|n",3,0
"167","activate","4.67",11.11,4.17,"@kt|vet","",0,NA
"168","active","11.45",6.53,1.74,"@ktIv","aktIv",1,NA
"169","activity","12.88",6.47,2.84,"@ktIvxti","",0,NA
"170","actor","26.33",7.17,2.01,"@ktX","@kt;@ftX;@stX;@tX;f@ktX",5,0.3
"171","actual","17.33",6.94,2.34,"@kCuL","@kCuLi;f@kCuL",2,0
"172","actuality","0.47",12.38,2.92,"@kCu@l|ti","",0,NA
"173","actually","322.33",7.33,1.87,"@kCuLi","@kCuL",1,NA
"174","actuarial","0.18",15.85,4.22,"@kCuEriL","@kCuEri",1,NA
"175","actuary","0.14",17.27,2.87,"@kCuEri","@kCuEriL",1,NA
"176","acuity","0.27",13.88,1.46,"xkyu|ti","",0,NA
"177","acumen","0.14",14.44,2.19,"xkyumxn","",0,NA
"178","acute","2.94",11.6,3.65,"xkyut","xkyuz;kyut",2,0
"179","ad","13.61",8.22,3.04,"@d","@dX;@dL;ed;@nd;@z;@S;@s;@t;b@d;d@d;f@d;g@d;Id;l@d;m@d;ad;od;p@d;s@d",19,0.239766081871345
"180","adage","0.63",16.21,2.89,"@dIJ","",0,NA
"181","adagio","0.24",12.62,4.78,"xdaJio","",0,NA
"182","adamant","0.98",14.29,3.5,"@dxmxnt","",0,NA
"183","adamantine","0.02",15.91,2.3,"@dxm@ntin","",0,NA
"184","adapt","2.63",9,2.83,"xd@pt","xdEpt;xdapt",2,1
"185","adaptability","0.14",11.65,3.04,"xd@ptxbIl|ti","",0,NA
"186","adaptation","1.59",11.39,2.7,"@d@pteS|n","",0,NA
"187","addendum","0.29",15.65,3.14,"xdEndxm","",0,NA
"188","adder","1.43",12.13,4.87,"@dX","@d;@dL;@tX;@ZX;YdX;l@dX;odX",7,0.142857142857143
"189","addict","5.35",11.17,3.17,"@d|kt","",0,NA
"190","addiction","3.9",12.11,4.2,"xdIkS|n","xdIS|n;dIkS|n",2,0
"191","addition","7.75",5.76,2.18,"xdIS|n","xdIkS|n;xdIS|nL;xdmIS|n;cdIS|n;IdIS|n",5,0.1
"192","additional","5.88",9,2.62,"xdIS|nL","xdIS|n",1,NA
"193","additive","0.22",12.28,2.32,"@d|tIv","",0,NA
"194","addle","0.16",13.08,3.35,"@dL","@d;@dX;@JL;@pL;YdL;p@dL;s@dL",7,0.142857142857143
"195","address","52.27",5.15,1.57,"@drEs","@drEsi;drEs",2,0
"196","addressee","0.12",9.95,3.19,"@drEsi","@drEs",1,NA
"197","adduce","0.02",13,5.1,"xdus","xdu;dus;Idus",3,0.333333333333333
"198","adept","0.65",12.5,3.08,"xdEpt","xd@pt;xdapt",2,1
"199","adequate","2.59",10.35,2.46,"@dIkw|t","",0,NA
"200","adhere","0.57",10.78,2.21,"@dhIr","",0,NA
"201","adhesion","0.12",13.5,2.63,"@dhiZ|n","",0,NA
"202","adipose","0.08",15.7,3.27,"@dxpos","",0,NA
"203","adiposity","0.02",15.86,3.44,"@dxpas|ti","",0,NA
"204","adjacent","1.33",11.05,3.29,"xJesNt","",0,NA
"205","adjective","0.49",8.6,2.06,"@JIktIv","",0,NA
"206","adjourn","1.29",12.59,2.81,"xJRn","",0,NA
"207","adjudge","0.02",15.2,4.52,"xJ^J","J^J",1,NA
"208","adjudicate","0.1",15.25,2.08,"xJudIket","",0,NA
"209","adjudication","0.18",16.33,3.7,"xJudIkeS|n","",0,NA
"210","adjunct","0.14",13.06,5.08,"@J^Gkt","",0,NA
"211","adjuration","#N/A",16,4.24,"@JXeS|n","@bXeS|n;@dXeS|n",2,1
"212","adjure","0.02",13.1,2.77,"xJUr","xJar;xlUr;xmUr;xSUr",4,0.5
"213","adjust","5.63",8.43,3.33,"xJ^st","J^st",1,NA
"214","adjutant","0.88",13.91,4.21,"@Jxt|nt","",0,NA
"215","adjuvant","0.02",14.25,2.26,"@Jxvxnt","",0,NA
"216","administer","1.67",9.42,3.22,"xdmIn|stX","",0,NA
"217","administrative","1.61",11.5,2.62,"xdmIn|stretIv","",0,NA
"218","administrator","1.65",12.22,3.15,"xdmIn|stretX","",0,NA
"219","admirable","2.61",11.42,3.55,"@dmXxbL","",0,NA
"220","admiral","16.57",8.72,2.67,"@dmXL","",0,NA
"221","admiration","2.1",8.95,3.79,"@dmXeS|n","@dXeS|n",1,NA
"222","admire","14.16",7.42,2.14,"xdmYr","",0,NA
"223","admirer","2.96",8.78,2.13,"@dmYrX","",0,NA
"224","admissible","0.73",13.1,2.79,"xdmIsxbL","",0,NA
"225","admission","3.55",8.84,2.85,"xdmIS|n","xdIS|n",1,NA
"226","admit","59.2",7.56,2.23,"xdmIt","",0,NA
"227","admittance","0.67",10.39,3.03,"xdmItNs","",0,NA
"228","admixture","0.02",14.1,3.67,"@dmIksCX","",0,NA
"229","admonish","0.08",13.4,3.53,"@dmanIS","",0,NA
"230","admonition","0.1",13.86,3.57,"@dmxnIS|n","",0,NA
"231","ado","1.51",11.88,3.98,"xdu","xdus;xnu;du",3,0
"232","adobe","0.47",12.22,3.59,"xdobi","",0,NA
"233","adolescence","0.86",10.42,1.92,"@dxlEsNs","",0,NA
"234","adopt","4.67",7.83,3.29,"xdapt","xd@pt;xdEpt",2,1
"235","adoptive","0.59",9.16,2.69,"xdaptIv","",0,NA
"236","adorable","10.53",6.94,2.62,"xdorxbL","",0,NA
"237","adoration","0.59",11.8,3.52,"@dXeS|n","@bXeS|n;@JXeS|n;@dmXeS|n",3,0.333333333333333
"238","adore","7.73",7.95,3.31,"xdor","xdorn;xSor",2,0
"239","adorn","0.16",11.65,3.28,"xdorn","xdor",1,NA
"240","adrenal","0.31",14.24,3.61,"xdrinL","",0,NA
"241","adrift","1",11.21,3.38,"xdrIft","drIft",1,NA
"242","adroit","0.12",12.75,2.76,"xdrOt","",0,NA
"243","adulation","0.27",12.72,3.25,"@J|leS|n","@J|teS|n",1,NA
"244","adult","14.29",4.68,2.26,"xd^lt","xk^lt",1,NA
"245","adulterant","0.02",12.86,3.55,"xd^ltXxnt","",0,NA
"246","adulterate","0.02",13.76,3.72,"xd^ltXet","",0,NA
"247","adultery","1.94",11.84,2.93,"xd^ltXi","",0,NA
"248","adulthood","0.73",9.95,3.49,"xd^lthUd","",0,NA
"249","adumbration","#N/A",16.5,0.71,"@d^mbreS|n","",0,NA
"250","advance","15.98",8.35,2.83,"@dv@ns","",0,NA
"251","advantage","22.06",9.32,3.06,"@dv@nt|J","",0,NA
"252","advantageous","0.39",12.62,2.68,"@dv@nteJ|s","",0,NA
"253","adventure","13.43",5.67,1.81,"xdvEnCX","",0,NA
"254","adverb","0.2",8.14,1.96,"@dvRb","@dvRs;@dvRt",2,1
"255","adverbial","0.06",13.14,2.71,"@dvRbiL","",0,NA
"256","adversary","1.51",12.67,3.31,"@dvXsEri","",0,NA
"257","adverse","0.71",10.72,3.75,"@dvRs","@dvRb;@dvRt",2,1
"258","adversity","1.06",11.79,3.61,"@dvRs|ti","",0,NA
"259","advert","0.25",14.22,3.8,"@dvRt","@dvRb;@dvRs",2,1
"260","advertise","1.65",9.63,2.19,"@dvXtYz","",0,NA
"261","advertisement","1.2",7.67,2.91,"@dvXtYzmxnt","",0,NA
"262","advertising","7.43",9.95,2.94,"@dvXtYzIG","",0,NA
"263","advice","47.98",8.61,2.15,"xdvYs","xdvYz",1,NA
"264","advisable","0.78",10.75,2.92,"xdvYzxbL","",0,NA
"265","advise","12.2",8.89,2.35,"xdvYz","xdvYs",1,NA
"266","advisement","0.76",12.5,3.1,"xdvYzmxnt","",0,NA
"267","advisory","1",11.55,2.91,"xdvYzXi","",0,NA
"268","advocate","2.22",11.11,2.3,"@dvxket","",0,NA
"269","aegis","0.1",17,3.37,"iJ|s","",0,NA
"270","aerate","0.02",13.44,3.5,"Eret","kret;fret;gret;Yret;oret;pret;ret;tret",8,1
"271","aeration","0.02",12.35,3.06,"EreS|n","nEreS|n;oreS|n",2,0
"272","aerial","2.53",11.5,2.74,"@riL","@rix;oriL;riL",3,0.333333333333333
"273","aerialist","0.02",14.08,3.68,"@riLxst","",0,NA
"274","aerie","0.02",13,3.69,"Eri","Ero;Er;Eni;bEri;CEri;dEri;ErX;Evri;fri;mEri;SEri;Tri;tri;vEri",14,0.230769230769231
"275","aero","0.1",11.4,2.68,"Ero","Eri;Er;@ro;kro;Eko;ErX;gro;fEro;pro;ro;tro",11,0.327272727272727
"276","aerobic","0.18",10.24,3.6,"ErobIk","",0,NA
"277","aeronaut","#N/A",12.92,3.92,"@rxnct","@rxnt",1,NA
"278","aeronautics","0.18",12.35,3.2,"@rxnctIks","",0,NA
"279","aerosol","0.27",9.47,3.81,"@rIscl","",0,NA
"280","aerospace","1.08",12.06,2.7,"@rospes","",0,NA
"281","aesthete","0.12",14.9,4.61,"EsTit","",0,NA
"282","aesthetic","0.67",15.74,3.45,"EsTEtIk","",0,NA
"283","afar","1.16",8.21,2.34,"xfar","xfEr;xfYr;xJar;far",4,0.166666666666667
"284","affability","0.08",14.07,3.77,"@fxbIl|ti","",0,NA
"285","affable","0.12",13.4,2.8,"@fxbL","@rxbL",1,NA
"286","affair","29.45",10.94,3.08,"xfEr","xfar;xfYr;xwEr;fEr",4,0.166666666666667
"287","affect","11.14",9.6,2.56,"xfEkt","IfEkt;xlEkt",2,0
"288","affectation","0.14",13.82,3.89,"@fEkteS|n","",0,NA
"289","affection","8.45",8.53,2.97,"xfEkS|n","xlEkS|n",1,NA
"290","affidavit","1.96",15.69,3.57,"@f|devxt","",0,NA
"291","affiliate","0.29",12,3.46,"xfIliet","xfISiet",1,NA
"292","affinity","0.57",12.22,2.96,"xfIn|ti","",0,NA
"293","affirm","0.33",12.24,2.22,"xfRm","fRm",1,NA
"294","affirmation","0.53",12.56,3.29,"@fXmeS|n","",0,NA
"295","affirmative","4.73",10.67,3.69,"xfRmxtIv","",0,NA
"296","affix","0.12",11.94,3.1,"xfIks","fIks",1,NA
"297","afflict","0.08",11.5,2.66,"xflIkt","",0,NA
"298","affluence","0.14",13.88,3.62,"@fluxns","",0,NA
"299","afford","44.43",7.47,2.17,"xford","xbord;xkord;xword;ford",4,0.5
"300","affray","#N/A",13,4.06,"xfre","xfred;xre;fre",3,0.333333333333333
"301","affright","0.04",12.77,2.86,"xfrYt","frYt",1,NA
"302","affront","0.59",12.44,2.48,"xfr^nt","fr^nt",1,NA
"303","afghan","0.57",9.11,4.3,"@fg@n","",0,NA
"304","aficionado","0.22",13.86,2.51,"xfISixnado","",0,NA
"305","afire","0.49",11.87,3.48,"xfYr","xfar;xfEr;xtYr;fYr",4,0.166666666666667
"306","aflame","0.33",11.22,3.3,"xflem","xklem;flem",2,0
"307","afloat","1.67",9.33,3.22,"xflot","flot",1,NA
"308","afoot","1.02",11.48,4.74,"xfUt","fUt",1,NA
"309","aforementioned","0.47",14.58,4.6,"xformEnC|nd","",0,NA
"310","aforesaid","0.08",14.44,3.28,"xforsEd","",0,NA
"311","afoul","0.22",11.81,3.89,"xfWl","bxfWl;fWl",2,0
"312","afraid","247.67",4.42,1.71,"xfred","xbred;xfre",2,0
"313","aft","3.53",13.88,3.72,"@ft","@kt;@ftX;@nt;@pt;@t;d@ft;cft;r@ft;S@ft",9,0.25
"314","after","682.59",6,1.43,"@ftX","@ktX;@ft;@stX;@tX;r@ftX",5,0.3
"315","afterbirth","0.1",14.06,2.57,"@ftXbRT","",0,NA
"316","aftermath","1.04",12.05,2.57,"@ftXm@T","",0,NA
"317","afternoon","91.49",4.65,1.93,"@ftXnun","",0,NA
"318","afterthought","0.25",12.78,3.49,"@ftXTct","",0,NA
"319","again","792.71",5.78,1.31,"xgEn","",0,NA
"320","against","201.73",7.97,1.67,"xgEnst","",0,NA
"321","agate","0.04",13,3.51,"@gxt","@bxt",1,NA
"322","agave","0.04",14.57,4.85,"xgavi","",0,NA
"323","age","79.2",4.38,1.36,"eJ","es;ek;ed;el;em;ep;keJ;EJ;peJ;reJ;seJ;RJ;weJ",13,0.333333333333333
"324","ageless","0.29",10.3,4.07,"eJlxs","",0,NA
"325","agency","19.43",10.58,3.39,"eJ|nsi","",0,NA
"326","agenda","7.31",9.95,3.19,"xJEndx","",0,NA
"327","agent","102.65",9.55,2.84,"eJ|nt","RJ|nt",1,NA
"328","agglomerate","#N/A",15.67,3.61,"xglamXet","",0,NA
"329","agglutinate","0.02",14.89,5.11,"xglutNet","",0,NA
"330","aggrandize","0.02",14.83,4.24,"xgr@ndYz","",0,NA
"331","aggrandizement","0.02",14.75,4.71,"xgr@ndYzmxnt","",0,NA
"332","aggravate","0.73",8.32,2.58,"@grxvet","",0,NA
"333","aggravation","1.16",9.11,2.56,"@grxveS|n","",0,NA
"334","aggregate","0.2",13.67,4.56,"@grIg|t","",0,NA
"335","aggregation","0.04",14.56,3.15,"@grIgeS|n","",0,NA
"336","aggression","2.8",9.3,1.98,"xgrES|n","xprES|n",1,NA
"337","aghast","0.14",12,3.45,"xg@st","xv@st",1,NA
"338","agile","0.39",11.94,3.98,"@JL","@dL;@pL",2,1
"339","agility","0.45",10.06,3.15,"xJIl|ti","xbIl|ti",1,NA
"340","agitate","0.43",10.17,2.79,"@J|tet","@J|tetX;@n|tet",2,0
"341","agitation","0.49",11.5,2.87,"@J|teS|n","@J|leS|n",1,NA
"342","agitator","0.22",11.84,2.95,"@J|tetX","@J|tet",1,NA
"343","agleam","#N/A",14.71,5.28,"xglim","glim",1,NA
"344","aglitter","#N/A",13.67,3.89,"xglItX","glItX",1,NA
"345","aglow","0.47",10.06,4.19,"xglo","xgo;glo",2,0
"346","agnostic","0.37",13.8,3.41,"@gnastIk","",0,NA
"347","ago","286.12",7.12,2.28,"xgo","xglo;igo;go",3,0.333333333333333
"348","agog","0.12",14.73,2.57,"xgag","",0,NA
"349","agonize","0.1",11.58,2.41,"@g|nYz","",0,NA
"350","agony","3.75",9.22,2.65,"@g|ni","",0,NA
"351","agora","0.02",13.73,3.93,"@gXx","",0,NA
"352","agoraphobia","0.14",14.44,4.42,"@gXxfobix","",0,NA
"353","agrarian","0.16",14.83,3.04,"xgrErixn","",0,NA
"354","agree","64.67",7.68,2.36,"xgri","dxgri",1,NA
"355","agricultural","0.94",10.11,2.26,"@grIk^lCXL","@grIk^lCX",1,NA
"356","agriculture","1.1",10.32,2.08,"@grIk^lCX","@grIk^lCXL",1,NA
"357","ague","0.04",15.2,5.94,"egyu","",0,NA
"358","ahead","198.33",5.45,1.6,"xhEd","hEd",1,NA
"359","ahoy","3.71",7.61,2.85,"xhO","xnO",1,NA
"360","aid","13.9",7.33,2.2,"ed","es;ek;@d;eJ;el;em;ep;fed;Id;Jed;ad;od;red;Sed;wed",15,0.295238095238095
"361","aigrette","#N/A",15,NA,"egrEt","",0,NA
"362","ail","0.22",9.71,2.37,"el","es;ek;eJ;ed;em;Yl;cl;ep;bel;del;Rl;il;El;fel;hel;Il;kel;mel;nel;Ol;Wl;pel;rel;sel;Sel;tel;vel;wel",28,0.354497354497354
"363","aileron","0.02",14.71,3.73,"elXan","",0,NA
"364","ailment","0.51",10.37,3.77,"elmxnt","",0,NA
"365","aim","14.86",6.72,2.11,"em","es;ek;eJ;ed;el;ep;dem;fem;gem;lem;mem;nem;om;sem;Sem;tem",16,0.425
