"","ortho","freq","aoa.mean","aoa.sd","klatt","neighbors","degree","c"
"34","aboard","26.63",8.66,1.33,"xbord","xbod;xkord;xford;xword;bord",5,0.3
"35","abode","0.65",12.06,2.93,"xbod","xbYd;xbord;bod",3,0
"36","abolish","0.47",10.42,2.57,"xbalIS","",0,NA
"37","abolition","0.2",13.28,3.41,"@bxlIS|n","",0,NA
"38","abolitionist","0.22",12.6,3.5,"@bxlIS|n|st","",0,NA
"39","abominable","0.63",8.94,3.04,"xbamxnxbL","",0,NA
"40","abominate","0.06",15,4.24,"xbamxnet","",0,NA
"41","aboriginal","0.18",14.75,4.25,"@bXIJ|nL","@bXIJ|ni",1,NA
"42","aborigine","0.08",12.56,4.18,"@bXIJ|ni","@bXIJ|nL",1,NA
"43","aborning","0.02",13.25,3.77,"xbornIG","",0,NA
"44","abortion","7.24",13.21,3.41,"xborS|n","",0,NA
"45","abound","0.35",11.65,3.12,"xbWnd","xrWnd;bWnd",2,0
"46","about","3631.49",5.07,1.75,"xbWt","xbet;xbEt;xb^t;bWt",4,0.5
"47","above","48.88",4.55,2,"xb^v","xb^t",1,NA
"48","abracadabra","1.04",6.89,3.43,"@brxkxd@brx","",0,NA
"49","abrade","0.02",14,4.54,"xbred","xbrcd;xfred;bred",3,0
"50","abrasive","0.45",12.22,4.02,"xbresIv","",0,NA
"51","abreast","0.51",13.06,2.77,"xbrEst","xrEst;brEst",2,1
"52","abridge","0.02",14.35,3.02,"xbrIJ","brIJ",1,NA
"53","abroad","4.9",10.15,3.2,"xbrcd","xbred;brcd",2,0
"54","abrogate","0.02",15.22,2.99,"@brxget","",0,NA
"55","abrupt","1.14",10.95,3.47,"xbr^pt","",0,NA
"56","abscess","0.49",13.11,3.94,"@bsEs","@ksEs;xbsEs",2,0
"57","absence","6.31",7.7,2.2,"@bs|ns","@bs|nt",1,NA
"58","absent","2.57",6.5,2.18,"@bs|nt","@bs|ns;@bs|nti",2,0
"59","absentee","0.35",11,3.61,"@bs|nti","@bs|nt",1,NA
"60","absentminded","0.06",10.84,3.11,"@bs|ntmYnd|d","",0,NA
"61","absolute","11.31",8.53,3.44,"@bsxlut","",0,NA
"62","absolutely","113.12",7.08,2.58,"@bsxlutli","",0,NA
"63","absolution","0.94",11.71,3.14,"@bsxluS|n","",0,NA
"64","absolve","0.57",12.9,3.02,"xbzalv","",0,NA
"65","absorb","1.98",8.83,2.33,"xbsorb","",0,NA
"66","abstain","0.51",12.95,3.27,"xbsten","xbten",1,NA
"67","abstinence","0.88",12.74,2.66,"@bst|n|ns","",0,NA
"68","abstract","2.18",11.47,3.58,"@bstr@kt","",0,NA
"69","abstraction","0.29",13.65,3.52,"@bstr@kS|n","",0,NA
"70","abstruse","0.06",14.6,3.34,"xbstrus","",0,NA
"71","absurd","9.71",10.5,3.1,"xbsRd","",0,NA
"72","abundant","0.57",12.84,2.57,"xb^nd|nt","",0,NA
"73","abuse","10.25",8.61,2.73,"xbyuz","xkyuz;xmyuz",2,1
"74","abut","0.12",13.11,1.9,"xb^t","xbet;xbEt;xbWt;xb^v;b^t",5,0.3
"75","abysm","#N/A",15.25,2.87,"xbIzM","",0,NA
"76","abysmal","0.41",13.78,3.47,"xbIzmL","",0,NA
"77","abyss","1.76",11,2.43,"xbIs","xbes;xmIs",2,0
"78","acacia","0.16",14.25,6.2,"xkeSx","",0,NA
"79","academe","0.04",13.27,3.06,"@k|dim","",0,NA
"80","academic","4.67",9.74,2.98,"@k|dEmIk","",0,NA
"81","academician","0.02",15.21,2.69,"@k|dxmIS|n","",0,NA
"82","academicism","#N/A",15,3.71,"@k|dEmxsIzM","",0,NA
"83","academy","12.41",9.05,2.55,"xk@dxmi","",0,NA
"84","acanthus","0.02",15.17,3.76,"xk@nT|s","",0,NA
"85","accede","0.14",14.31,1.84,"@ksid","@ksiL;Iksid",2,0
"86","accelerando","#N/A",14.5,3.51,"aCElxrando","",0,NA
"87","accelerate","1.27",10.74,3.43,"@ksElXet","",0,NA
"88","accent","12.18",8.6,3,"@ksEnt","@ksEpt",1,NA
"89","accentuate","0.35",13.24,2.25,"@ksEnCuet","",0,NA
"90","accept","52.78",6.74,2.08,"@ksEpt","@ksEnt;IksEpt",2,0
"91","acceptance","3.16",8.56,2.04,"@ksEpt|ns","",0,NA
"92","access","31.67",9.1,2.36,"@ksEs","@bsEs;@ks|s;EksEs",3,0
"93","accessible","1.1",9.94,3.26,"@ksEs|bL","",0,NA
"94","accession","0.12",12.25,3.09,"aksES|n","absES|n",1,NA
"95","accessory","2.88",11.15,3.65,"@ksEsXi","",0,NA
"96","accident","81.29",5.3,2.18,"@ks|d|nt","",0,NA
"97","accidental","3",6.75,3.11,"@ksxdEntL","aksxdEntL",1,NA
"98","acclaim","0.43",12.11,3.76,"xklem","xflem;klem",2,0
"99","acclamation","0.02",14,2.7,"@klxmeS|n","",0,NA
"100","acclimate","0.16",14.24,2.75,"@klxmet","",0,NA
"101","acclimatize","0.02",14,3.63,"xklYmxtYz","",0,NA
"102","accolade","0.02",12.43,4.35,"@kxled","",0,NA
"103","accommodate","2.14",9.9,2.25,"xkamxdet","",0,NA
"104","accommodation","0.94",9.58,3.15,"xkamxdeS|n","",0,NA
"105","accompaniment","0.29",11.18,3.32,"xk^mpxnimxnt","",0,NA
"106","accomplice","4.24",9.78,2.82,"xkamplxs","",0,NA
"107","accomplish","5.84",7.84,2.75,"xkamplIS","",0,NA
"108","accord","1.63",9.65,2.74,"xkord","xbord;xford;xword;kord",4,0.5
"109","accordance","1.59",11.75,3.48,"xkordNs","",0,NA
"110","accordion","1.31",8.61,2.97,"xkordixn","",0,NA
"111","accost","0.06",13.37,4.45,"xkcst","xkRst;kcst",2,0
"112","account","44.71",8.26,2.84,"xkWnt","xmWnt;kWnt",2,0
"113","accountant","6.18",11.67,3.69,"xkWntNt","",0,NA
"114","accrue","0.08",14.11,2.32,"xkru","kru;skru",2,1
"115","accumulate","0.57",12.3,2.99,"xkyumyUlet","",0,NA
"116","accuracy","1.49",9.71,2.55,"@kyXxsi","",0,NA
"117","accurate","7.84",9.44,2.2,"@kyX|t","",0,NA
"118","accursed","0.65",12.71,3.38,"xkRst","xkcst",1,NA
"119","accusation","2.8",10.17,3.24,"@kyuzeS|n","",0,NA
"120","accusative","#N/A",13.33,3.56,"xkyuz|tIv","",0,NA
"121","accuse","5.69",9.1,2.13,"xkyuz","xbyuz;xkyuzX;xkyut;xmyuz",4,0.166666666666667
"122","accuser","0.29",11.72,3.48,"xkyuzX","xkyuz",1,NA
"123","accustom","0.12",12,2.94,"xk^stxm","k^stxm",1,NA
"124","ace","14.73",8.83,3.65,"es","ek;eJ;ed;el;em;ep;@s;bes;kes;Ces;des;fes;Ys;les;mes;pes;res;^s;ves",19,0.368421052631579
"125","acerb","#N/A",15.67,0.58,"xsRb","xsRt",1,NA
"126","acerbity","#N/A",15.75,3.37,"xsRbxti","",0,NA
"127","acetate","0.12",12.85,3.89,"@sxtet","",0,NA
"128","acetic","0.02",13.75,2.41,"xsitIk","xsEtIk",1,NA
"129","acetone","0.16",14.05,4.2,"@sxton","",0,NA
"130","ache","2.49",5.79,2.27,"ek","es;ekX;eJ;ed;el;em;ep;bek;kek;ik;fek;Rk;lek;mek;ok;rek;sek;Sek;tek;wek",20,0.331578947368421
"131","achieve","7.33",8.53,1.95,"xCiv","",0,NA
"132","acid","9.96",9.6,2.3,"@s|d","",0,NA
"133","acidic","0.22",11.21,1.72,"xsIdIk","",0,NA
"134","acidity","0.2",12.78,2.88,"xsId|ti","",0,NA
"135","acidulous","#N/A",15.43,3.46,"xsIJUlxs","",0,NA
"136","acknowledge","6.14",9.11,2.83,"@knal|J","",0,NA
"137","acme","1.25",9.54,3.8,"@kmi","@kni",1,NA
"138","acne","0.9",11.4,2.19,"@kni","@kmi",1,NA
"139","acolyte","0.14",13.77,3.06,"@kxlYt","",0,NA
"140","acorn","0.73",5.95,2.91,"ekorn","korn;skorn",2,1
"141","acoustic","0.96",12.39,2.68,"xkustIk","",0,NA
"142","acquiesce","0.06",14.25,3.47,"@kwiEs","",0,NA
"143","acquire","2.65",9.94,2.73,"xkwYr","kwYr;skwYr",2,1
"144","acquisition","1.45",13.63,3.67,"@kwxzIS|n","",0,NA
"145","acquisitive","0.06",14.19,3.06,"xkwIz|tIv","",0,NA
"146","acquit","0.47",13.22,3.15,"xkwIt","xkwIp;kwIt",2,0
"147","acre","1.82",9.8,3.16,"ekX","ek;nekX;okX",3,0
"148","acreage","0.43",13.13,3.89,"ekXIJ","",0,NA
"149","acrid","0.04",14.07,3.33,"@krxd","@rxd",1,NA
"150","acrimony","0.22",14.75,4.45,"@krxmoni","",0,NA
"151","acrobat","0.59",8.05,2.78,"@krxb@t","",0,NA
"152","acrobatic","0.24",9.38,3.69,"@krxb@tIk","@krxb@tIks",1,NA
"153","acrobatics","0.22",9,3.71,"@krxb@tIks","@krxb@tIk",1,NA
"154","acronym","0.29",11.56,2.75,"@krxnIm","",0,NA
"155","acrophobia","0.2",14.38,4.5,"@krxfobix","",0,NA
"156","acropolis","0.12",15.4,2.69,"xkrapLxs","nxkrapLxs",1,NA
"157","across","94.14",6.64,2.31,"xkrcs","krcs;lxkrcs",2,0
"158","acrostic","#N/A",14.82,3.57,"xkrcstIk","",0,NA
"159","act","109.12",6.42,2.22,"@kt","@ktX;@ft;@nt;@pt;@t;@ks;f@kt;p@kt;t@kt",9,0.25
"160","actinic","0.02",15.62,5.4,"@ktInIk","",0,NA
"161","action","61.08",6.67,2.83,"@kS|n","@S|n;ckS|n;f@kS|n",3,0
"162","activate","4.67",11.11,4.17,"@kt|vet","",0,NA
"163","active","11.45",6.53,1.74,"@ktIv","aktIv",1,NA
"164","activity","12.88",6.47,2.84,"@ktIvxti","",0,NA
"165","actor","26.33",7.17,2.01,"@ktX","@kt;@ftX;@stX;f@ktX",4,0.166666666666667
"166","actual","17.33",6.94,2.34,"@kCuL","@kCuLi;f@kCuL",2,0
"167","actuality","0.47",12.38,2.92,"@kCu@l|ti","",0,NA
"168","actually","322.33",7.33,1.87,"@kCuLi","@kCuL",1,NA
"169","actuarial","0.18",15.85,4.22,"@kCuEriL","",0,NA
"170","acuity","0.27",13.88,1.46,"xkyu|ti","",0,NA
"171","acumen","0.14",14.44,2.19,"xkyumxn","",0,NA
"172","acute","2.94",11.6,3.65,"xkyut","xkyuz;kyut",2,0
"173","ad","13.61",8.22,3.04,"@d","@dX;@dL;ed;@nd;@z;@S;@s;@t;b@d;d@d;f@d;g@d;Id;l@d;m@d;ad;od;p@d;s@d",19,0.239766081871345
"174","adagio","0.24",12.62,4.78,"xdaJio","",0,NA
"175","adamant","0.98",14.29,3.5,"@dxmxnt","",0,NA
"176","adamantine","0.02",15.91,2.3,"@dxm@ntin","",0,NA
"177","adapt","2.63",9,2.83,"xd@pt","xdEpt;xdapt",2,1
"178","adaptability","0.14",11.65,3.04,"xd@ptxbIl|ti","",0,NA
"179","adaptation","1.59",11.39,2.7,"@d@pteS|n","",0,NA
"180","addendum","0.29",15.65,3.14,"xdEndxm","",0,NA
"181","adder","1.43",12.13,4.87,"@dX","@d;@dL;@ZX;YdX;l@dX;odX",6,0.133333333333333
"182","addict","5.35",11.17,3.17,"@d|kt","",0,NA
"183","addiction","3.9",12.11,4.2,"xdIkS|n","xdIS|n;dIkS|n",2,0
"184","addition","7.75",5.76,2.18,"xdIS|n","xdIkS|n;xdIS|nL;xdmIS|n;cdIS|n;IdIS|n",5,0.1
"185","additional","5.88",9,2.62,"xdIS|nL","xdIS|n",1,NA
"186","additive","0.22",12.28,2.32,"@d|tIv","",0,NA
"187","addle","0.16",13.08,3.35,"@dL","@d;@dX;@JL;@pL;YdL;p@dL;s@dL",7,0.142857142857143
"188","address","52.27",5.15,1.57,"@drEs","@drEsi;drEs",2,0
"189","addressee","0.12",9.95,3.19,"@drEsi","@drEs",1,NA
"190","adduce","0.02",13,5.1,"xdus","xdu;dus;Idus",3,0.333333333333333
"191","adept","0.65",12.5,3.08,"xdEpt","xd@pt;xdapt",2,1
"192","adequate","2.59",10.35,2.46,"@dIkw|t","",0,NA
"193","adhere","0.57",10.78,2.21,"@dhIr","",0,NA
"194","adhesion","0.12",13.5,2.63,"@dhiZ|n","",0,NA
"195","adipose","0.08",15.7,3.27,"@dxpos","",0,NA
"196","adiposity","0.02",15.86,3.44,"@dxpas|ti","",0,NA
"197","adjacent","1.33",11.05,3.29,"xJesNt","",0,NA
"198","adjective","0.49",8.6,2.06,"@JIktIv","",0,NA
"199","adjourn","1.29",12.59,2.81,"xJRn","",0,NA
"200","adjudge","0.02",15.2,4.52,"xJ^J","J^J",1,NA
"201","adjudicate","0.1",15.25,2.08,"xJudIket","",0,NA
"202","adjunct","0.14",13.06,5.08,"@J^Gkt","",0,NA
"203","adjure","0.02",13.1,2.77,"xJUr","xJar;xlUr;xmUr;xSUr",4,0.5
"204","adjust","5.63",8.43,3.33,"xJ^st","J^st",1,NA
"205","adjutant","0.88",13.91,4.21,"@Jxt|nt","",0,NA
"206","adjuvant","0.02",14.25,2.26,"@Jxvxnt","",0,NA
"207","administer","1.67",9.42,3.22,"xdmIn|stX","",0,NA
"208","administrative","1.61",11.5,2.62,"xdmIn|stretIv","",0,NA
"209","administrator","1.65",12.22,3.15,"xdmIn|stretX","",0,NA
"210","admirable","2.61",11.42,3.55,"@dmXxbL","",0,NA
"211","admiral","16.57",8.72,2.67,"@dmXL","",0,NA
"212","admiration","2.1",8.95,3.79,"@dmXeS|n","@dXeS|n",1,NA
"213","admire","14.16",7.42,2.14,"xdmYr","",0,NA
"214","admirer","2.96",8.78,2.13,"@dmYrX","",0,NA
"215","admissible","0.73",13.1,2.79,"xdmIsxbL","",0,NA
"216","admission","3.55",8.84,2.85,"xdmIS|n","xdIS|n",1,NA
"217","admit","59.2",7.56,2.23,"xdmIt","",0,NA
"218","admittance","0.67",10.39,3.03,"xdmItNs","",0,NA
"219","admixture","0.02",14.1,3.67,"@dmIksCX","",0,NA
"220","admonish","0.08",13.4,3.53,"@dmanIS","",0,NA
"221","admonition","0.1",13.86,3.57,"@dmxnIS|n","",0,NA
"222","ado","1.51",11.88,3.98,"xdu","xdus;xnu;du",3,0
"223","adobe","0.47",12.22,3.59,"xdobi","",0,NA
"224","adolescence","0.86",10.42,1.92,"@dxlEsNs","",0,NA
"225","adopt","4.67",7.83,3.29,"xdapt","xd@pt;xdEpt",2,1
"226","adoptive","0.59",9.16,2.69,"xdaptIv","",0,NA
"227","adorable","10.53",6.94,2.62,"xdorxbL","",0,NA
"228","adoration","0.59",11.8,3.52,"@dXeS|n","@bXeS|n;@dmXeS|n",2,0
"229","adore","7.73",7.95,3.31,"xdor","xdorn;xSor",2,0
"230","adorn","0.16",11.65,3.28,"xdorn","xdor",1,NA
"231","adrenal","0.31",14.24,3.61,"xdrinL","",0,NA
"232","adrift","1",11.21,3.38,"xdrIft","drIft",1,NA
"233","adroit","0.12",12.75,2.76,"xdrOt","",0,NA
"234","adulation","0.27",12.72,3.25,"@J|leS|n","@J|teS|n",1,NA
"235","adult","14.29",4.68,2.26,"xd^lt","xk^lt",1,NA
"236","adulterant","0.02",12.86,3.55,"xd^ltXxnt","",0,NA
"237","adulterate","0.02",13.76,3.72,"xd^ltXet","",0,NA
"238","adultery","1.94",11.84,2.93,"xd^ltXi","",0,NA
"239","adulthood","0.73",9.95,3.49,"xd^lthUd","",0,NA
"240","advance","15.98",8.35,2.83,"@dv@ns","",0,NA
"241","advantage","22.06",9.32,3.06,"@dv@nt|J","",0,NA
"242","advantageous","0.39",12.62,2.68,"@dv@nteJ|s","",0,NA
"243","adventure","13.43",5.67,1.81,"xdvEnCX","",0,NA
"244","adverb","0.2",8.14,1.96,"@dvRb","@dvRs;@dvRt",2,1
"245","adverbial","0.06",13.14,2.71,"@dvRbiL","",0,NA
"246","adversary","1.51",12.67,3.31,"@dvXsEri","",0,NA
"247","adverse","0.71",10.72,3.75,"@dvRs","@dvRb;@dvRt",2,1
"248","adversity","1.06",11.79,3.61,"@dvRs|ti","",0,NA
"249","advert","0.25",14.22,3.8,"@dvRt","@dvRb;@dvRs",2,1
"250","advertise","1.65",9.63,2.19,"@dvXtYz","",0,NA
"251","advertisement","1.2",7.67,2.91,"@dvXtYzmxnt","",0,NA
"252","advertising","7.43",9.95,2.94,"@dvXtYzIG","",0,NA
"253","advice","47.98",8.61,2.15,"xdvYs","xdvYz",1,NA
"254","advisable","0.78",10.75,2.92,"xdvYzxbL","",0,NA
"255","advise","12.2",8.89,2.35,"xdvYz","xdvYs",1,NA
"256","advisement","0.76",12.5,3.1,"xdvYzmxnt","",0,NA
"257","advisory","1",11.55,2.91,"xdvYzXi","",0,NA
"258","advocate","2.22",11.11,2.3,"@dvxket","",0,NA
"259","aerate","0.02",13.44,3.5,"Eret","kret;fret;gret;Yret;oret;pret;ret;tret",8,1
"260","aeration","0.02",12.35,3.06,"EreS|n","nEreS|n;oreS|n",2,0
"261","aerial","2.53",11.5,2.74,"@riL","@rix;oriL;riL",3,0.333333333333333
"262","aerialist","0.02",14.08,3.68,"@riLxst","",0,NA
"263","aerie","0.02",13,3.69,"Eri","Ero;Er;Eni;bEri;CEri;dEri;ErX;Evri;fri;mEri;SEri;Tri;tri;vEri",14,0.230769230769231
"264","aero","0.1",11.4,2.68,"Ero","Eri;Er;@ro;kro;Eko;ErX;gro;fEro;pro;ro;tro",11,0.327272727272727
"265","aerobic","0.18",10.24,3.6,"ErobIk","",0,NA
"266","aeronaut","#N/A",12.92,3.92,"@rxnct","@rxnt",1,NA
"267","aeronautics","0.18",12.35,3.2,"@rxnctIks","",0,NA
"268","aerosol","0.27",9.47,3.81,"@rIscl","",0,NA
"269","aerospace","1.08",12.06,2.7,"@rospes","",0,NA
"270","aesthete","0.12",14.9,4.61,"EsTit","",0,NA
"271","aesthetic","0.67",15.74,3.45,"EsTEtIk","",0,NA
"272","afar","1.16",8.21,2.34,"xfar","xfEr;xfYr;xJar;far",4,0.166666666666667
"273","affability","0.08",14.07,3.77,"@fxbIl|ti","",0,NA
"274","affable","0.12",13.4,2.8,"@fxbL","@rxbL",1,NA
"275","affair","29.45",10.94,3.08,"xfEr","xfar;xfYr;xwEr;fEr",4,0.166666666666667
"276","affect","11.14",9.6,2.56,"xfEkt","IfEkt;xlEkt",2,0
"277","affectation","0.14",13.82,3.89,"@fEkteS|n","",0,NA
"278","affection","8.45",8.53,2.97,"xfEkS|n","xlEkS|n",1,NA
"279","affidavit","1.96",15.69,3.57,"@f|devxt","",0,NA
"280","affiliate","0.29",12,3.46,"xfIliet","xfISiet",1,NA
"281","affinity","0.57",12.22,2.96,"xfIn|ti","",0,NA
"282","affirm","0.33",12.24,2.22,"xfRm","fRm",1,NA
"283","affirmation","0.53",12.56,3.29,"@fXmeS|n","",0,NA
"284","affirmative","4.73",10.67,3.69,"xfRmxtIv","",0,NA
"285","affix","0.12",11.94,3.1,"xfIks","fIks",1,NA
"286","afflict","0.08",11.5,2.66,"xflIkt","",0,NA
"287","affluence","0.14",13.88,3.62,"@fluxns","",0,NA
"288","afford","44.43",7.47,2.17,"xford","xbord;xkord;xword;ford",4,0.5
"289","affray","#N/A",13,4.06,"xfre","xfred;xre;fre",3,0.333333333333333
"290","affright","0.04",12.77,2.86,"xfrYt","frYt",1,NA
"291","affront","0.59",12.44,2.48,"xfr^nt","fr^nt",1,NA
"292","afghan","0.57",9.11,4.3,"@fg@n","",0,NA
"293","aficionado","0.22",13.86,2.51,"xfISixnado","",0,NA
"294","afire","0.49",11.87,3.48,"xfYr","xfar;xfEr;xtYr;fYr",4,0.166666666666667
"295","aflame","0.33",11.22,3.3,"xflem","xklem;flem",2,0
"296","afloat","1.67",9.33,3.22,"xflot","flot",1,NA
"297","afoot","1.02",11.48,4.74,"xfUt","fUt",1,NA
"298","aforementioned","0.47",14.58,4.6,"xformEnC|nd","",0,NA
"299","aforesaid","0.08",14.44,3.28,"xforsEd","",0,NA
"300","afoul","0.22",11.81,3.89,"xfWl","bxfWl;fWl",2,0
"301","afraid","247.67",4.42,1.71,"xfred","xbred;xfre",2,0
"302","aft","3.53",13.88,3.72,"@ft","@kt;@ftX;@nt;@pt;@t;d@ft;cft;r@ft;S@ft",9,0.25
"303","after","682.59",6,1.43,"@ftX","@ktX;@ft;@stX;r@ftX",4,0.166666666666667
"304","afterbirth","0.1",14.06,2.57,"@ftXbRT","",0,NA
"305","aftermath","1.04",12.05,2.57,"@ftXm@T","",0,NA
"306","afternoon","91.49",4.65,1.93,"@ftXnun","",0,NA
"307","afterthought","0.25",12.78,3.49,"@ftXTct","",0,NA
"308","again","792.71",5.78,1.31,"xgEn","",0,NA
"309","against","201.73",7.97,1.67,"xgEnst","",0,NA
"310","agate","0.04",13,3.51,"@gxt","@bxt",1,NA
"311","agave","0.04",14.57,4.85,"xgavi","",0,NA
"312","age","79.2",4.38,1.36,"eJ","es;ek;ed;el;em;ep;keJ;EJ;peJ;reJ;seJ;RJ;weJ",13,0.333333333333333
"313","ageless","0.29",10.3,4.07,"eJlxs","",0,NA
"314","agency","19.43",10.58,3.39,"eJ|nsi","",0,NA
"315","agenda","7.31",9.95,3.19,"xJEndx","",0,NA
"316","agent","102.65",9.55,2.84,"eJ|nt","RJ|nt",1,NA
"317","agglomerate","#N/A",15.67,3.61,"xglamXet","",0,NA
"318","agglutinate","0.02",14.89,5.11,"xglutNet","",0,NA
"319","aggrandize","0.02",14.83,4.24,"xgr@ndYz","",0,NA
"320","aggrandizement","0.02",14.75,4.71,"xgr@ndYzmxnt","",0,NA
"321","aggravate","0.73",8.32,2.58,"@grxvet","",0,NA
"322","aggravation","1.16",9.11,2.56,"@grxveS|n","",0,NA
"323","aggregate","0.2",13.67,4.56,"@grIg|t","",0,NA
"324","aggregation","0.04",14.56,3.15,"@grIgeS|n","",0,NA
"325","aggression","2.8",9.3,1.98,"xgrES|n","xprES|n",1,NA
"326","aghast","0.14",12,3.45,"xg@st","xv@st",1,NA
"327","agile","0.39",11.94,3.98,"@JL","@dL;@pL",2,1
"328","agility","0.45",10.06,3.15,"xJIl|ti","xbIl|ti",1,NA
"329","agitate","0.43",10.17,2.79,"@J|tet","@J|tetX;@n|tet",2,0
"330","agitation","0.49",11.5,2.87,"@J|teS|n","@J|leS|n",1,NA
"331","agitator","0.22",11.84,2.95,"@J|tetX","@J|tet",1,NA
"332","agleam","#N/A",14.71,5.28,"xglim","glim",1,NA
"333","aglitter","#N/A",13.67,3.89,"xglItX","glItX",1,NA
"334","aglow","0.47",10.06,4.19,"xglo","xgo;glo",2,0
"335","agnostic","0.37",13.8,3.41,"@gnastIk","",0,NA
"336","ago","286.12",7.12,2.28,"xgo","xglo;igo;go",3,0.333333333333333
"337","agog","0.12",14.73,2.57,"xgag","",0,NA
"338","agonize","0.1",11.58,2.41,"@g|nYz","",0,NA
"339","agony","3.75",9.22,2.65,"@g|ni","",0,NA
"340","agora","0.02",13.73,3.93,"@gXx","",0,NA
"341","agoraphobia","0.14",14.44,4.42,"@gXxfobix","",0,NA
"342","agrarian","0.16",14.83,3.04,"xgrErixn","",0,NA
"343","agree","64.67",7.68,2.36,"xgri","dxgri",1,NA
"344","agricultural","0.94",10.11,2.26,"@grIk^lCXL","@grIk^lCX",1,NA
"345","agriculture","1.1",10.32,2.08,"@grIk^lCX","@grIk^lCXL",1,NA
"346","ague","0.04",15.2,5.94,"egyu","",0,NA
"347","ahead","198.33",5.45,1.6,"xhEd","hEd",1,NA
"348","ahoy","3.71",7.61,2.85,"xhO","xnO",1,NA
"349","aid","13.9",7.33,2.2,"ed","es;ek;@d;eJ;el;em;ep;fed;Id;Jed;ad;od;red;Sed;wed",15,0.295238095238095
"350","aigrette","#N/A",15,NA,"egrEt","",0,NA
"351","ail","0.22",9.71,2.37,"el","es;ek;eJ;ed;em;Yl;cl;ep;bel;del;Rl;il;El;fel;hel;Il;kel;mel;nel;Ol;Wl;pel;rel;sel;Sel;tel;vel;wel",28,0.354497354497354
"352","aileron","0.02",14.71,3.73,"elXan","",0,NA
"353","ailment","0.51",10.37,3.77,"elmxnt","",0,NA
"354","aim","14.86",6.72,2.11,"em","es;ek;eJ;ed;el;ep;dem;fem;gem;lem;mem;nem;om;sem;Sem;tem",16,0.425
"355","air","139.02",3.94,1.55,"Er","Eri;Ero;bEr;kEr;CEr;dEr;Ir;Eb;EJ;El;ErX;EC;fEr;hEr;Wr;Yr;lEr;mEr;or;pEr;rEr;SEr;DEr;wEr",24,0.33695652173913
"356","aircraft","9.45",7.61,3.33,"Erkr@ft","",0,NA
"357","airlift","0.27",12.06,4.22,"ErlIft","",0,NA
"358","airliner","0.57",9.89,2.98,"ErlYnX","",0,NA
"359","airmail","0.33",12,2.83,"Ermel","",0,NA
"360","aisle","7.43",5.95,1.54,"Yl","el;cl;bYl;dYl;Rl;il;El;gYl;Ys;Il;Yr;mYl;Ol;Wl;pYl;rYl;tYl;vYl;wYl",19,0.380116959064327
"361","ajar","0.45",9.67,3.12,"xJar","xJUr;xfar;Jar",3,0
"362","akimbo","0.08",14.09,2.63,"xkImbo","",0,NA
"363","akin","0.27",12.67,4.42,"xkIn","kIn;skIn",2,1
